attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_utilization_ratio,total_trans_amt_avg
1,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269,0,0.572,0.56,0.0,54
1,40,F,2,College,Divorced,Less than $40K,Blue,36,6,1,3,2387,2013,0.449,0.952,0.843,52
0,54,F,3,Graduate,Single,$40K - $60K,Blue,39,3,4,1,4036,1329,0.738,0.708,0.329,64
1,54,F,5,High School,Married,$60K - $80K,Blue,44,5,3,3,5342,605,0.691,0.394,0.113,52
1,54,F,2,Graduate,Divorced,Less than $40K,Blue,46,5,3,2,1695,913,0.449,0.5,0.539,44
0,37,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5,2,1438,0,0.861,0.864,0.0,52
0,38,F,2,High School,Married,$40K - $60K,Blue,27,3,2,3,1776,1586,0.798,0.868,0.893,61
0,42,F,3,High School,Married,$40K - $60K,Blue,29,4,3,2,5640,0,0.77,0.86,0.0,59
0,42,F,1,College,Divorced,Less than $40K,Blue,22,5,3,2,2403,1105,0.735,0.711,0.46,54
0,45,F,4,College,Married,Less than $40K,Blue,36,5,1,2,3349,2517,0.786,1.391,0.752,80
1,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173,2517,0.619,0.821,0.793,54
1,43,M,5,High School,Divorced,$80K - $120K,Blue,38,3,3,2,1504,0,0.987,0.344,0.0,58
1,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477,0,0.768,0.654,0.0,51
0,49,F,2,College,Single,Less than $40K,Blue,41,6,3,1,2018,1366,0.964,0.5,0.677,70
0,41,M,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516,1453,0.357,0.949,0.042,54
0,44,F,4,Graduate,Married,$60K - $80K,Blue,34,6,4,2,2105,0,0.656,0.914,0.0,62
0,46,F,2,Uneducated,Divorced,$60K - $80K,Blue,40,5,2,3,20080,0,0.56,0.667,0.0,66
0,39,F,1,Graduate,Divorced,Less than $40K,Blue,36,3,4,1,6690,1912,0.609,0.538,0.286,64
0,46,M,3,Graduate,Divorced,$80K - $120K,Blue,37,6,4,3,1530,0,0.635,0.773,0.0,54
0,58,M,1,Post-Graduate,Single,$80K - $120K,Blue,41,4,2,1,2915,1494,0.861,0.825,0.513,58
0,47,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4,0,1438,0,0.635,0.673,0.0,54
1,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423,268,0.804,0.639,0.111,42
0,54,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2,2,11742,0,0.621,0.556,0.0,57
0,51,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,3069,2517,0.73,0.766,0.82,54
0,58,F,2,High School,Divorced,$60K - $80K,Gold,36,5,4,3,34516,1864,0.664,0.733,0.054,69
0,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517,1336,0.755,0.804,0.531,62
0,52,F,1,College,Single,Less than $40K,Blue,43,6,2,1,1438,773,1.138,0.909,0.537,77
0,45,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,1,2216,1992,0.789,0.711,0.899,53
0,51,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,2,3,3232,1346,0.697,0.643,0.416,73
0,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478,941,0.711,0.93,0.271,55
0,50,F,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,4,3,1814,0,0.852,0.623,0.0,50
0,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438,0,0.741,0.744,0.0,60
0,42,F,4,College,Single,Less than $40K,Blue,30,3,2,1,1446,621,0.826,0.7,0.429,71
0,47,F,5,High School,Single,Less than $40K,Blue,37,5,2,3,1493,0,0.605,0.638,0.0,49
0,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244,1066,0.606,0.854,0.251,45
0,40,M,5,High School,Single,$40K - $60K,Blue,20,5,2,1,2984,1879,0.675,0.729,0.63,57
0,48,M,3,Doctorate,Single,$80K - $120K,Blue,36,3,4,2,2713,2201,0.716,0.612,0.811,53
0,42,F,2,Graduate,Single,$40K - $60K,Blue,34,4,4,3,2471,1658,0.682,0.676,0.671,71
0,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437,0,0.872,0.681,0.0,58
0,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166,989,0.967,1.258,0.237,65
0,38,M,1,Graduate,Divorced,$40K - $60K,Blue,27,5,6,0,13100,1436,0.519,0.5,0.11,41
1,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438,0,0.539,1.111,0.0,44
0,43,F,3,High School,Divorced,Less than $40K,Blue,36,6,2,3,2242,0,0.658,0.941,0.0,73
1,37,F,3,High School,Married,$60K - $80K,Blue,30,3,3,3,9874,0,0.491,0.567,0.0,52
0,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432,1335,0.714,0.756,0.301,52
0,45,F,3,College,Single,Less than $40K,Blue,34,6,4,2,4975,1221,0.602,0.889,0.245,70
0,49,F,3,College,Married,Less than $40K,Blue,38,6,5,1,2652,1581,0.738,0.778,0.596,59
0,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043,1597,0.814,0.694,0.782,58
1,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489,2517,0.721,0.56,0.721,68
0,52,M,1,Doctorate,Married,$80K - $120K,Blue,36,4,2,2,14858,1594,0.51,0.636,0.107,59
0,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822,2182,0.768,0.824,0.773,57
0,54,F,4,College,Single,Less than $40K,Blue,44,3,3,2,2901,2517,0.608,0.804,0.868,57
0,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594,0,0.472,0.667,0.0,71
0,58,F,0,High School,Married,Less than $40K,Blue,36,3,3,1,2241,1670,0.704,0.63,0.745,62
0,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581,1722,0.765,0.717,0.667,56
0,40,M,2,Graduate,Married,$120K +,Blue,33,6,4,1,14713,905,0.817,0.822,0.062,50
1,49,F,3,College,Married,Less than $40K,Blue,33,6,3,3,2910,0,0.789,0.464,0.0,64
0,39,F,3,High School,Single,$60K - $80K,Blue,36,3,3,3,2366,1927,0.631,0.833,0.814,55
1,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708,0,0.673,0.552,0.0,51
0,42,M,3,High School,Married,$80K - $120K,Blue,36,5,4,3,1681,0,0.994,0.952,0.0,66
0,40,F,4,College,Single,Less than $40K,Blue,32,6,1,1,2594,2159,0.792,0.511,0.832,54
0,41,F,4,Graduate,Single,$40K - $60K,Blue,31,5,1,2,2128,1383,0.679,0.761,0.65,48
0,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438,0,0.679,0.72,0.0,53
1,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438,0,0.454,0.5,0.0,56
0,46,M,3,High School,Married,$60K - $80K,Blue,36,4,3,1,4696,0,0.732,1.583,0.0,77
1,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566,1079,0.554,0.5,0.42,65
0,53,F,2,High School,Married,$60K - $80K,Blue,36,3,4,3,2592,1364,0.679,0.7,0.526,61
0,56,F,1,College,Single,Less than $40K,Blue,50,4,4,1,1698,0,0.847,0.897,0.0,59
0,57,F,2,Graduate,Married,$40K - $60K,Blue,47,5,2,2,4682,1010,0.638,0.694,0.216,52
0,56,F,2,Uneducated,Married,$40K - $60K,Blue,44,6,1,2,4439,1513,0.752,0.696,0.341,47
0,34,F,1,Uneducated,Single,Less than $40K,Blue,25,6,1,2,2689,1618,0.587,0.681,0.602,53
0,46,M,2,High School,Married,$80K - $120K,Blue,30,6,3,1,11670,915,0.892,0.854,0.078,48
0,47,F,4,High School,Single,$40K - $60K,Blue,36,3,1,1,1596,0,0.788,0.8,0.0,70
1,40,F,4,Graduate,Married,$40K - $60K,Blue,30,1,3,4,3356,2517,0.583,0.147,0.75,52
0,53,M,0,High School,Married,$60K - $80K,Blue,46,4,4,2,1590,0,0.556,1.086,0.0,57
0,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994,0,0.717,0.761,0.0,59
0,51,F,3,Graduate,Married,$40K - $60K,Silver,44,4,2,3,16406,0,0.627,0.63,0.0,54
0,52,F,2,College,Married,Less than $40K,Blue,36,6,3,1,2451,1733,0.724,0.698,0.707,58
0,40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109,1347,0.695,0.867,0.148,47
0,45,F,1,College,Single,Less than $40K,Blue,36,3,4,1,2632,1480,0.588,0.679,0.562,53
1,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438,0,0.714,0.654,0.0,61
0,38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757,1352,0.879,0.421,0.769,50
0,46,F,1,College,Single,Less than $40K,Blue,40,6,4,3,2711,1793,0.681,0.717,0.661,64
0,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776,1341,0.744,0.943,0.483,63
0,44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,1438,1091,0.702,0.731,0.759,55
1,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015,1963,0.881,0.87,0.391,57
0,40,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,2,8529,901,0.764,0.511,0.106,62
0,49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604,1112,0.618,0.744,0.693,62
0,56,F,1,College,Married,$60K - $80K,Blue,36,6,2,2,4263,0,0.64,1.188,0.0,69
0,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493,1655,0.907,0.9,0.664,58
1,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,0.611,0.788,0.0,47
0,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521,0,0.791,0.549,0.0,61
0,48,M,2,Graduate,Single,$40K - $60K,Blue,31,6,3,3,3261,1730,0.682,0.667,0.531,65
0,39,F,2,College,Single,Less than $40K,Blue,25,4,2,1,1781,935,0.868,0.974,0.525,66
0,62,F,1,College,Single,Less than $40K,Blue,55,6,1,1,5284,2517,0.674,0.537,0.476,71
1,47,F,3,Graduate,Married,$60K - $80K,Blue,36,3,3,1,5590,0,0.01,0.0,0.0,47
0,57,F,1,High School,Married,$60K - $80K,Blue,36,5,2,3,1734,980,0.639,0.917,0.565,46
0,48,F,5,High School,Single,$60K - $80K,Blue,36,4,2,3,7645,931,0.894,0.622,0.122,68
0,48,F,1,Uneducated,Divorced,$40K - $60K,Blue,39,6,4,2,1438,1218,0.752,0.617,0.847,60
0,34,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,1,2207,1527,0.861,1.133,0.692,64
0,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723,1010,0.704,0.864,0.586,50
0,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644,0,1.033,0.783,0.0,59
1,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,0.657,0.63,0.0,52
0,42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376,1661,0.618,0.923,0.492,61
0,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298,0,0.589,0.756,0.0,62
1,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,0.809,0.517,0.0,59
0,41,M,4,High School,Divorced,$40K - $60K,Blue,29,5,4,2,3600,746,0.824,0.694,0.207,68
0,45,F,4,High School,Single,$40K - $60K,Blue,29,3,2,1,4595,1781,0.708,0.545,0.388,55
0,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795,1832,0.839,0.861,0.655,69
0,49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768,0,0.788,0.837,0.0,51
0,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780,893,0.609,0.587,0.502,63
0,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,0.686,0.6,0.591,60
0,44,F,4,Uneducated,Single,$60K - $80K,Blue,24,6,3,2,2717,1720,0.869,0.614,0.633,59
0,40,F,4,Uneducated,Married,$60K - $80K,Blue,36,3,3,1,2887,0,0.581,1.158,0.0,48
0,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438,0,0.707,0.816,0.0,53
0,46,M,3,Doctorate,Married,$80K - $120K,Blue,40,6,1,1,10879,860,0.974,0.725,0.079,67
0,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809,1181,0.656,0.596,0.653,53
1,38,F,2,Graduate,Married,$40K - $60K,Blue,28,6,2,2,1628,0,0.876,0.64,0.0,61
0,45,F,3,College,Single,Less than $40K,Blue,36,3,4,0,1438,0,0.678,0.821,0.0,62
1,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,0.497,0.414,0.0,51
0,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311,1320,0.658,0.69,0.571,55
0,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109,1205,0.514,0.935,0.571,48
0,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,0.807,0.696,0.677,64
1,44,F,4,Doctorate,Divorced,$60K - $80K,Blue,33,5,3,6,1438,0,0.676,0.5,0.0,48
0,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981,757,0.764,0.81,0.254,63
0,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295,723,0.793,0.579,0.137,49
1,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,0.544,1.273,0.195,43
0,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210,1002,0.938,0.654,0.453,55
0,53,F,3,Graduate,Married,$40K - $60K,Blue,45,4,3,1,1972,0,0.761,0.587,0.0,69
0,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384,1596,0.831,0.903,0.669,53
0,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311,1222,0.674,0.745,0.529,53
0,46,F,4,Graduate,Divorced,$40K - $60K,Blue,37,6,4,2,1912,1172,0.827,0.884,0.613,59
0,49,F,2,Graduate,Single,$40K - $60K,Blue,44,6,1,3,2147,1402,0.612,0.683,0.653,61
1,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,0.435,0.517,0.0,48
0,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006,879,0.759,0.74,0.292,58
0,52,M,3,Doctorate,Single,$80K - $120K,Blue,46,5,1,2,2735,1942,0.582,0.692,0.71,56
0,50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390,2385,0.656,0.698,0.704,56
1,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,0.0,0.0,0.006,54
0,55,F,0,Uneducated,Divorced,$60K - $80K,Blue,39,4,3,3,11249,2012,0.659,0.964,0.179,70
0,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484,1495,0.922,0.536,0.602,47
0,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,1664,0.612,0.708,0.568,58
0,60,F,1,College,Married,Less than $40K,Blue,36,3,4,3,2882,2081,0.644,0.661,0.722,47
0,45,F,5,Post-Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2658,694,0.722,0.769,0.261,51
0,44,F,2,College,Divorced,$60K - $80K,Blue,37,4,3,3,5589,1336,0.944,1.027,0.239,56
0,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484,885,0.951,0.805,0.596,65
0,57,F,3,Doctorate,Single,$60K - $80K,Blue,36,5,1,1,1678,1162,0.722,0.851,0.692,50
1,34,F,2,Graduate,Divorced,$60K - $80K,Blue,25,2,3,4,12373,0,0.71,0.429,0.0,61
0,52,M,2,College,Married,Less than $40K,Blue,36,3,3,3,2846,1606,0.697,0.792,0.564,59
1,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585,1381,0.706,0.379,0.871,59
0,42,F,3,College,Single,Less than $40K,Blue,36,6,3,3,2837,834,0.427,0.408,0.294,56
0,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,0.715,0.655,0.521,51
0,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789,0,0.82,0.718,0.0,61
0,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,0.785,0.913,0.0,54
1,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,0.897,0.556,0.0,68
0,56,F,0,College,Married,Less than $40K,Blue,45,5,1,1,1737,0,0.653,0.973,0.0,63
0,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,0.672,0.854,0.307,59
1,46,F,2,Post-Graduate,Single,$60K - $80K,Blue,37,1,3,3,4848,2517,0.651,0.828,0.519,44
0,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,0.804,0.667,0.581,51
0,40,F,4,College,Single,Less than $40K,Blue,31,5,2,3,1768,1242,0.776,0.806,0.702,68
0,44,F,2,Graduate,Single,$60K - $80K,Blue,37,4,3,3,8128,2344,0.788,1.051,0.288,53
0,45,F,0,High School,Single,$60K - $80K,Blue,40,5,4,0,2557,1898,0.772,0.694,0.742,57
0,44,M,3,Graduate,Divorced,$60K - $80K,Blue,39,5,4,3,2991,642,0.76,0.55,0.215,74
1,49,M,2,Graduate,Divorced,$80K - $120K,Blue,38,3,4,3,34516,0,0.482,0.346,0.0,45
0,45,M,2,Doctorate,Married,$80K - $120K,Blue,36,5,2,3,19099,2517,0.628,0.75,0.132,62
0,44,F,2,High School,Single,$60K - $80K,Blue,37,6,2,1,4559,1680,0.628,0.949,0.369,64
0,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,1696,0.466,0.571,0.074,63
0,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358,1965,0.614,0.6,0.833,61
0,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,0.605,0.882,0.031,55
0,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023,1331,0.624,0.681,0.658,64
0,36,F,1,High School,Single,$60K - $80K,Blue,31,6,1,2,2222,0,0.769,0.912,0.0,63
0,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438,788,0.741,0.585,0.548,66
1,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,0.483,0.387,0.0,49
0,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937,733,0.826,0.973,0.378,62
0,40,M,3,High School,Single,$60K - $80K,Silver,35,6,3,2,25219,1503,0.944,0.642,0.06,50
1,36,M,3,Doctorate,Divorced,$80K - $120K,Blue,36,4,1,2,1815,0,0.478,0.36,0.0,59
0,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,2473,0.895,1.029,0.736,66
0,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786,1516,0.94,0.85,0.317,67
0,37,F,4,Graduate,Single,$60K - $80K,Blue,31,3,3,2,1438,0,0.919,0.625,0.0,54
0,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438,908,0.615,0.897,0.631,62
0,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725,2444,0.959,0.809,0.897,58
0,42,F,4,Uneducated,Divorced,$60K - $80K,Blue,38,6,3,2,10039,1600,0.7,0.9,0.159,61
0,45,F,5,Uneducated,Married,$60K - $80K,Blue,37,3,1,1,2467,1446,0.73,0.62,0.586,62
0,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438,0,0.775,0.789,0.0,73
1,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,0.756,0.522,0.106,77
0,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,0.973,0.763,0.781,66
1,35,F,1,Graduate,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,0.577,0.696,0.835,55
0,54,F,2,College,Single,Less than $40K,Blue,46,3,2,3,4170,641,0.815,0.595,0.154,54
0,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300,2517,0.94,1.115,0.763,68
0,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,0.892,0.676,0.126,71
0,56,F,2,Graduate,Married,$60K - $80K,Blue,36,6,2,3,2015,807,0.831,0.767,0.4,68
0,47,M,2,High School,Single,$60K - $80K,Blue,34,3,3,2,2048,1599,0.613,0.872,0.781,55
0,37,F,2,College,Single,Less than $40K,Blue,19,6,5,2,2152,1682,1.051,0.972,0.782,58
1,44,F,4,Graduate,Divorced,Less than $40K,Blue,39,1,4,2,3017,1868,0.722,0.471,0.619,41
0,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,0.558,0.755,0.031,52
1,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,0.737,0.406,0.399,50
0,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228,1449,0.61,0.694,0.65,52
1,44,F,3,College,Married,Less than $40K,Blue,36,3,4,6,2279,1837,0.853,0.677,0.806,53
1,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438,0,0.722,0.452,0.0,56
0,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686,0,0.812,0.75,0.0,57
0,48,F,5,Graduate,Single,$60K - $80K,Blue,35,5,2,3,1942,1488,0.816,0.796,0.766,56
0,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858,0,0.67,0.614,0.0,48
0,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651,1368,0.563,0.561,0.117,60
0,43,M,3,Uneducated,Divorced,$40K - $60K,Blue,38,5,4,2,9449,1914,0.87,0.722,0.203,50
1,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,0.505,0.406,0.0,49
0,47,F,3,College,Single,Less than $40K,Blue,39,6,2,1,2915,2422,0.576,0.766,0.831,48
0,50,F,3,Uneducated,Married,$60K - $80K,Blue,38,4,4,1,11486,0,0.383,0.549,0.0,62
1,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984,2517,0.574,0.359,0.843,44
1,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653,0,0.517,0.296,0.0,65
0,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723,1588,0.852,0.844,0.583,51
0,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438,0,0.553,0.714,0.0,55
1,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,0.758,0.724,0.0,45
0,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384,929,0.678,0.75,0.212,52
0,43,F,3,High School,Divorced,Less than $40K,Blue,36,3,3,2,1824,0,0.797,0.654,0.0,53
0,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452,540,0.539,0.737,0.099,63
1,50,F,1,High School,Single,$60K - $80K,Blue,39,6,3,3,9248,0,0.613,0.552,0.0,51
0,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627,1756,0.757,0.721,0.1,65
0,27,F,1,Uneducated,Divorced,Less than $40K,Blue,16,3,1,2,1438,0,0.469,0.628,0.0,63
1,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,0.499,0.655,0.399,41
0,49,F,4,Uneducated,Married,$60K - $80K,Blue,38,4,2,1,2542,850,0.723,0.717,0.334,62
0,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275,1219,0.639,0.6,0.536,66
1,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706,0,0.601,0.5,0.0,52
1,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591,2517,0.665,0.536,0.701,53
0,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,1,3,19360,870,0.532,0.902,0.045,50
0,56,F,4,College,Married,Less than $40K,Blue,44,3,3,2,1707,0,0.683,0.569,0.0,60
0,53,M,4,College,Single,Less than $40K,Blue,43,6,3,1,3844,2079,0.755,0.806,0.541,76
0,45,F,3,High School,Married,$40K - $60K,Blue,39,6,4,1,2851,0,0.482,0.829,0.0,61
1,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951,2437,0.765,0.565,0.826,69
0,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438,0,0.813,0.644,0.0,60
1,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090,2517,0.661,0.72,0.277,52
0,45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,34516,797,1.133,1.034,0.023,61
1,53,M,2,Doctorate,Married,$80K - $120K,Blue,34,4,3,2,1837,875,0.58,0.654,0.476,50
0,48,F,4,Graduate,Single,$60K - $80K,Blue,40,3,3,3,2300,1906,0.803,0.868,0.829,63
0,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611,537,0.848,0.804,0.206,61
0,40,M,4,Doctorate,Divorced,$80K - $120K,Blue,27,4,3,2,22863,927,0.569,0.725,0.041,59
0,53,F,3,Graduate,Married,$40K - $60K,Blue,46,6,3,1,2192,1146,0.622,0.735,0.523,55
0,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,6,3,2917,1310,0.757,0.795,0.449,59
0,41,F,3,High School,Single,$40K - $60K,Blue,31,3,3,2,1438,913,0.981,0.619,0.635,63
1,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,0.542,0.516,0.323,49
0,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,4,1,8919,2231,0.562,1.028,0.25,53
0,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164,0,0.688,0.818,0.0,66
0,48,F,2,High School,Single,$60K - $80K,Blue,38,4,4,3,2792,1375,0.854,0.879,0.492,70
0,60,F,0,College,Married,Less than $40K,Blue,49,5,3,3,1634,1155,0.874,0.766,0.707,54
0,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,0.775,0.848,0.726,53
0,37,M,2,Graduate,Single,$40K - $60K,Blue,26,4,1,2,3664,1449,0.712,0.548,0.395,67
0,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,3,1,4788,1088,0.808,0.95,0.227,56
0,34,F,3,College,Married,Less than $40K,Blue,23,3,3,3,2164,1176,0.835,0.868,0.543,71
0,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,4,2,1532,1183,0.617,0.857,0.772,55
1,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883,400,0.528,0.5,0.212,43
0,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,4,1,3,3659,1356,0.715,0.762,0.371,65
0,47,F,2,High School,Married,Less than $40K,Blue,37,6,1,1,2946,2338,0.58,0.628,0.794,67
0,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,1,0,2697,2216,0.681,0.786,0.822,54
0,47,F,1,Graduate,Single,$60K - $80K,Blue,40,3,1,3,3811,1970,0.828,0.689,0.517,47
0,35,F,2,Graduate,Married,$40K - $60K,Blue,27,5,2,3,1613,1085,0.659,0.848,0.673,58
